"","meas_nu","station_number","station_name","date","W","Q","country"
"Eyfirðingavað.16","2983","V167","Eyfirðingavað",2012-07-25,1.699,38.3,"iceland"
"Eyfirðingavað.17","2984","V167","Eyfirðingavað",2013-08-14,1.719,41.2,"iceland"
"Eyfirðingavað.18","2985","V167","Eyfirðingavað",2013-08-13,1.727,42.5,"iceland"
"Eyfirðingavað.19","2986","V167","Eyfirðingavað",2012-07-24,1.751,46.9,"iceland"
"Eyfirðingavað.20","2973","V167","Eyfirðingavað",2007-08-10,1.807,54.3,"iceland"
"Eyfirðingavað.21","2974","V167","Eyfirðingavað",2010-08-10,1.873,64.2,"iceland"
"Eyfirðingavað.22","2987","V167","Eyfirðingavað",2014-07-22,1.877,64.8,"iceland"
"Eyfirðingavað.23","2975","V167","Eyfirðingavað",2006-08-22,1.89,63.8,"iceland"
"Austurbugur.1","3022","V228","Austurbugur",2008-07-04,1.739,13.5,"iceland"
"Austurbugur.2","3025","V228","Austurbugur",2008-07-03,1.781,15.8,"iceland"
"Austurbugur.3","3026","V228","Austurbugur",2009-07-23,1.786,16.4,"iceland"
"Austurbugur.4","3028","V228","Austurbugur",2008-07-03,1.862,18.8,"iceland"
"Austurbugur.5","3031","V228","Austurbugur",2009-07-23,1.965,23,"iceland"
"Austurbugur.6","3034","V228","Austurbugur",2010-08-10,2.087,29.3,"iceland"
"Austurbugur.7","3036","V228","Austurbugur",2010-08-09,2.591,57.8,"iceland"
"Austurbugur.8","3037","V228","Austurbugur",2011-09-21,1.569,9.91,"iceland"
"Austurbugur.9","3038","V228","Austurbugur",2012-10-04,1.586,9.39,"iceland"
"Austurbugur.10","3039","V228","Austurbugur",2016-07-13,1.594,12.3,"iceland"
"Austurbugur.11","3040","V228","Austurbugur",2015-08-11,1.646,12.6,"iceland"
"Austurbugur.12","3041","V228","Austurbugur",2013-08-13,1.696,17.3,"iceland"
"Austurbugur.13","3042","V228","Austurbugur",2013-10-12,1.705,16.7,"iceland"
"Austurbugur.14","3043","V228","Austurbugur",2015-09-22,1.751,17.6,"iceland"
"Austurbugur.15","3044","V228","Austurbugur",2016-08-31,1.824,20.7,"iceland"
"Austurbugur.16","3045","V228","Austurbugur",2013-08-12,2.007,32.3,"iceland"
"Austurbugur.17","3046","V228","Austurbugur",2012-07-24,2.125,31.1,"iceland"
"Austurbugur.18","3047","V228","Austurbugur",2014-07-22,2.474,55.7,"iceland"
"Austurbugur.19","3048","V228","Austurbugur",2014-07-21,2.592,62.4,"iceland"
"Austurbugur.20","3049","V228","Austurbugur",2010-09-22,1.677,14.1,"iceland"
"Austurbugur.21","3050","V228","Austurbugur",2010-09-22,1.691,14.3,"iceland"
"Austurbugur.22","3051","V228","Austurbugur",2011-08-17,1.823,19.5,"iceland"
"Eyjabakkafoss.1","3052","V234","Eyjabakkafoss",2000-06-15,1.49,9.18,"iceland"
"Eyjabakkafoss.2","3142","V234","Eyjabakkafoss",2013-10-18,1.515,10.1,"iceland"
"Eyjabakkafoss.3","3053","V234","Eyjabakkafoss",2006-05-18,1.517,9.94,"iceland"
"Eyjabakkafoss.4","3054","V234","Eyjabakkafoss",2002-09-30,1.546,11.59,"iceland"
"Eyjabakkafoss.5","3055","V234","Eyjabakkafoss",2011-06-07,1.628,16.3,"iceland"
"Eyjabakkafoss.6","3056","V234","Eyjabakkafoss",2012-06-12,1.65,18.3,"iceland"
"Eyjabakkafoss.7","3057","V234","Eyjabakkafoss",1989-09-07,1.694,17.66,"iceland"
"Eyjabakkafoss.8","3058","V234","Eyjabakkafoss",1997-06-21,1.702,20.4,"iceland"
"Eyjabakkafoss.9","3059","V234","Eyjabakkafoss",1993-08-13,1.727,22.66,"iceland"
"Eyjabakkafoss.10","3060","V234","Eyjabakkafoss",1990-06-27,1.73,21.04,"iceland"
"Eyjabakkafoss.11","3061","V234","Eyjabakkafoss",1995-07-19,1.732,20.99,"iceland"
"Eyjabakkafoss.12","3062","V234","Eyjabakkafoss",1993-09-15,1.75,24.76,"iceland"
"Eyjabakkafoss.13","3063","V234","Eyjabakkafoss",1999-09-05,1.762,26.04,"iceland"
"Eyjabakkafoss.14","3064","V234","Eyjabakkafoss",2009-07-29,1.81,28.41,"iceland"
"Eyjabakkafoss.15","3065","V234","Eyjabakkafoss",2003-10-18,1.835,37.1,"iceland"
"Eyjabakkafoss.16","3066","V234","Eyjabakkafoss",2010-08-25,1.837,35.39,"iceland"
"Eyjabakkafoss.17","3067","V234","Eyjabakkafoss",1999-10-16,1.844,31.62,"iceland"
"Eyjabakkafoss.18","3068","V234","Eyjabakkafoss",2007-06-02,1.853,38.3,"iceland"
"Eyjabakkafoss.19","3136","V234","Eyjabakkafoss",2014-09-19,1.86,41.1,"iceland"
"Eyjabakkafoss.20","3069","V234","Eyjabakkafoss",1998-06-30,1.87,36.84,"iceland"
"Eyjabakkafoss.21","3070","V234","Eyjabakkafoss",2006-08-20,1.872,35.8,"iceland"
"Eyjabakkafoss.22","3137","V234","Eyjabakkafoss",2015-07-23,1.872,41.1,"iceland"
"Eyjabakkafoss.23","3071","V234","Eyjabakkafoss",1996-08-30,1.875,39.11,"iceland"
"Eyjabakkafoss.24","3072","V234","Eyjabakkafoss",2005-06-13,1.882,38.57,"iceland"
"Eyjabakkafoss.25","3073","V234","Eyjabakkafoss",1999-08-08,1.886,39.48,"iceland"
"Eyjabakkafoss.26","3074","V234","Eyjabakkafoss",1992-06-25,1.89,38.17,"iceland"
"Eyjabakkafoss.27","3075","V234","Eyjabakkafoss",2004-06-28,1.895,38.38,"iceland"
"Eyjabakkafoss.28","3076","V234","Eyjabakkafoss",1994-08-31,1.895,41.48,"iceland"
"Eyjabakkafoss.29","3143","V234","Eyjabakkafoss",2013-08-01,1.896,43.7,"iceland"
"Eyjabakkafoss.30","3144","V234","Eyjabakkafoss",2013-08-01,1.897,42.9,"iceland"
"Eyjabakkafoss.31","3077","V234","Eyjabakkafoss",2011-08-17,1.91,45.2,"iceland"
"Eyjabakkafoss.32","3138","V234","Eyjabakkafoss",2015-08-31,1.911,49,"iceland"
"Eyjabakkafoss.33","3078","V234","Eyjabakkafoss",1998-06-30,1.939,47.81,"iceland"
"Eyjabakkafoss.34","3079","V234","Eyjabakkafoss",1990-09-11,1.94,41.21,"iceland"
"Eyjabakkafoss.35","3080","V234","Eyjabakkafoss",2007-07-16,1.941,47.04,"iceland"
"Eyjabakkafoss.36","3081","V234","Eyjabakkafoss",2011-08-17,1.954,52,"iceland"
"Eyjabakkafoss.37","3082","V234","Eyjabakkafoss",2004-06-27,1.958,48.38,"iceland"
"Eyjabakkafoss.38","3083","V234","Eyjabakkafoss",1998-07-09,1.962,45.17,"iceland"
"Eyjabakkafoss.39","3084","V234","Eyjabakkafoss",2008-07-17,1.965,51.88,"iceland"
"Eyjabakkafoss.40","3145","V234","Eyjabakkafoss",2013-06-25,1.978,51.7,"iceland"
"Eyjabakkafoss.41","3085","V234","Eyjabakkafoss",1995-08-19,2.004,51.08,"iceland"
"Eyjabakkafoss.42","3086","V234","Eyjabakkafoss",2001-09-19,2.006,51.76,"iceland"
"Eyjabakkafoss.43","3087","V234","Eyjabakkafoss",1997-07-01,2.007,56.75,"iceland"
"Eyjabakkafoss.44","3088","V234","Eyjabakkafoss",1994-07-03,2.035,59.09,"iceland"
"Eyjabakkafoss.45","3089","V234","Eyjabakkafoss",1988-06-30,2.035,58.34,"iceland"
"Eyjabakkafoss.46","3090","V234","Eyjabakkafoss",2006-07-14,2.042,61.4,"iceland"
"Eyjabakkafoss.47","3091","V234","Eyjabakkafoss",2000-08-12,2.05,62.86,"iceland"
"Eyjabakkafoss.48","3092","V234","Eyjabakkafoss",2001-08-15,2.051,64.52,"iceland"
"Eyjabakkafoss.49","3093","V234","Eyjabakkafoss",2002-08-24,2.052,61.52,"iceland"
"Eyjabakkafoss.50","3094","V234","Eyjabakkafoss",1991-07-21,2.057,59.83,"iceland"
"Eyjabakkafoss.51","3095","V234","Eyjabakkafoss",1999-08-07,2.061,61.23,"iceland"
"Eyjabakkafoss.52","3096","V234","Eyjabakkafoss",2008-06-02,2.07,63.4,"iceland"
"Eyjabakkafoss.53","3097","V234","Eyjabakkafoss",2010-06-23,2.071,63.89,"iceland"
"Eyjabakkafoss.54","3098","V234","Eyjabakkafoss",2002-08-07,2.073,67.88,"iceland"
"Eyjabakkafoss.55","3099","V234","Eyjabakkafoss",1997-06-30,2.08,67.52,"iceland"
"Eyjabakkafoss.56","3100","V234","Eyjabakkafoss",2009-07-07,2.083,66.83,"iceland"
"Eyjabakkafoss.57","3101","V234","Eyjabakkafoss",2005-08-09,2.087,64.36,"iceland"
"Eyjabakkafoss.58","3102","V234","Eyjabakkafoss",2008-07-16,2.09,64.17,"iceland"
"Eyjabakkafoss.59","3103","V234","Eyjabakkafoss",2004-07-12,2.092,66.76,"iceland"
"Eyjabakkafoss.60","3104","V234","Eyjabakkafoss",1998-07-08,2.092,63.94,"iceland"
"Eyjabakkafoss.61","3105","V234","Eyjabakkafoss",1992-07-09,2.095,59.67,"iceland"
"Eyjabakkafoss.62","3106","V234","Eyjabakkafoss",1999-07-08,2.105,73.52,"iceland"
"Eyjabakkafoss.63","3107","V234","Eyjabakkafoss",1988-06-29,2.115,68.89,"iceland"
"Eyjabakkafoss.64","3108","V234","Eyjabakkafoss",1994-07-02,2.15,77.09,"iceland"
"Eyjabakkafoss.65","3109","V234","Eyjabakkafoss",2009-07-06,2.156,81.6,"iceland"
"Eyjabakkafoss.66","3110","V234","Eyjabakkafoss",2001-07-03,2.163,77.83,"iceland"
"Eyjabakkafoss.67","3111","V234","Eyjabakkafoss",1996-07-26,2.166,73.91,"iceland"
"Eyjabakkafoss.68","3112","V234","Eyjabakkafoss",2010-06-22,2.168,79.99,"iceland"
"Eyjabakkafoss.69","3113","V234","Eyjabakkafoss",2002-08-06,2.173,84.96,"iceland"
"Eyjabakkafoss.70","3114","V234","Eyjabakkafoss",1988-06-29,2.175,77.5,"iceland"
"Eyjabakkafoss.71","3116","V234","Eyjabakkafoss",2007-07-16,2.18,83.74,"iceland"
"Eyjabakkafoss.72","3117","V234","Eyjabakkafoss",2003-07-23,2.185,93.04,"iceland"
"Eyjabakkafoss.73","3118","V234","Eyjabakkafoss",1990-07-31,2.198,80.95,"iceland"
"Eyjabakkafoss.74","3119","V234","Eyjabakkafoss",2012-08-14,2.203,88.9,"iceland"
"Eyjabakkafoss.75","3120","V234","Eyjabakkafoss",2004-07-13,2.21,85.89,"iceland"
"Eyjabakkafoss.76","3140","V234","Eyjabakkafoss",2014-07-10,2.22,84.4,"iceland"
"Eyjabakkafoss.77","3121","V234","Eyjabakkafoss",2003-08-15,2.234,82,"iceland"
"Eyjabakkafoss.78","3122","V234","Eyjabakkafoss",2003-08-14,2.244,96.99,"iceland"
"Eyjabakkafoss.79","3123","V234","Eyjabakkafoss",1991-07-12,2.263,93.4,"iceland"
"Eyjabakkafoss.80","3124","V234","Eyjabakkafoss",1999-07-08,2.272,109.8,"iceland"
"Eyjabakkafoss.81","3125","V234","Eyjabakkafoss",2005-08-09,2.273,99.06,"iceland"
"Eyjabakkafoss.82","3126","V234","Eyjabakkafoss",2003-08-14,2.278,91,"iceland"
"Eyjabakkafoss.83","3127","V234","Eyjabakkafoss",1988-07-21,2.28,94.76,"iceland"
"Eyjabakkafoss.84","3128","V234","Eyjabakkafoss",1996-07-25,2.289,99.44,"iceland"
"Eyjabakkafoss.85","3129","V234","Eyjabakkafoss",2001-07-03,2.3,108.8,"iceland"
"Eyjabakkafoss.86","3130","V234","Eyjabakkafoss",1989-07-15,2.3,96.69,"iceland"
"Eyjabakkafoss.87","3131","V234","Eyjabakkafoss",2012-08-14,2.332,117,"iceland"
"Eyjabakkafoss.88","3132","V234","Eyjabakkafoss",1989-07-14,2.486,140.2,"iceland"
"Eyjabakkafoss.89","3133","V234","Eyjabakkafoss",1988-06-24,2.63,186.9,"iceland"
"Eyjabakkafoss.90","3134","V234","Eyjabakkafoss",1988-06-25,2.92,267.2,"iceland"
"Aldeyjarfoss.1","3150","V238","Aldeyjarfoss",2015-05-12,1.51,30,"iceland"
"Aldeyjarfoss.2","3151","V238","Aldeyjarfoss",2013-09-18,1.594,33.4,"iceland"
"Aldeyjarfoss.3","3152","V238","Aldeyjarfoss",2012-08-29,1.646,34.7,"iceland"
"Aldeyjarfoss.4","3154","V238","Aldeyjarfoss",2010-10-13,1.7,38.2,"iceland"
"Aldeyjarfoss.5","3155","V238","Aldeyjarfoss",2014-05-13,1.726,40.5,"iceland"
"Aldeyjarfoss.6","3158","V238","Aldeyjarfoss",2011-09-20,1.753,41.1,"iceland"
"Aldeyjarfoss.7","3160","V238","Aldeyjarfoss",2015-11-03,1.786,44.2,"iceland"
"Aldeyjarfoss.8","3167","V238","Aldeyjarfoss",2016-09-13,1.899,50.8,"iceland"
"Aldeyjarfoss.9","3169","V238","Aldeyjarfoss",2013-08-01,1.912,51.7,"iceland"
"Aldeyjarfoss.10","3174","V238","Aldeyjarfoss",2012-06-27,1.996,54.4,"iceland"
"Aldeyjarfoss.11","3181","V238","Aldeyjarfoss",2013-07-09,2.078,65,"iceland"
"Aldeyjarfoss.12","3182","V238","Aldeyjarfoss",2010-07-29,2.079,61.3,"iceland"
"Aldeyjarfoss.13","3183","V238","Aldeyjarfoss",2015-08-12,2.083,70.1,"iceland"
"Aldeyjarfoss.14","3187","V238","Aldeyjarfoss",2014-08-12,2.166,77,"iceland"
"Aldeyjarfoss.15","3192","V238","Aldeyjarfoss",2011-07-14,2.274,85.1,"iceland"
"Aldeyjarfoss.16","3193","V238","Aldeyjarfoss",2011-05-05,2.316,88.1,"iceland"
"Aldeyjarfoss.17","3194","V238","Aldeyjarfoss",2015-07-15,2.32,98.8,"iceland"
"Aldeyjarfoss.18","3196","V238","Aldeyjarfoss",2010-06-09,2.395,102.1,"iceland"
"Aldeyjarfoss.19","3204","V238","Aldeyjarfoss",2016-05-31,2.899,198.7,"iceland"
"Aldeyjarfoss.20","3206","V238","Aldeyjarfoss",2014-06-03,3.3,276.3,"iceland"
"Aldeyjarfoss.21","3207","V238","Aldeyjarfoss",2017-03-16,1.422,26.1,"iceland"
"Aldeyjarfoss.22","3208","V238","Aldeyjarfoss",2019-04-05,1.509,27.5,"iceland"
"Aldeyjarfoss.23","3209","V238","Aldeyjarfoss",2018-04-16,1.621,35.3,"iceland"
"Aldeyjarfoss.24","3210","V238","Aldeyjarfoss",2016-11-09,1.626,34.7,"iceland"
"Aldeyjarfoss.25","3211","V238","Aldeyjarfoss",2019-08-21,1.676,36.1,"iceland"
"Aldeyjarfoss.26","3212","V238","Aldeyjarfoss",2020-08-27,1.74,39.4,"iceland"
"Aldeyjarfoss.27","3213","V238","Aldeyjarfoss",2017-08-09,1.908,51.5,"iceland"
"Aldeyjarfoss.28","3214","V238","Aldeyjarfoss",2019-07-31,1.973,57.2,"iceland"
"Aldeyjarfoss.29","3215","V238","Aldeyjarfoss",2020-07-15,2.041,61.9,"iceland"
"Aldeyjarfoss.30","3216","V238","Aldeyjarfoss",2020-06-17,2.432,107.4,"iceland"
"Aldeyjarfoss.31","3217","V238","Aldeyjarfoss",2018-05-29,3.104,230.4,"iceland"
"Aldeyjarfoss.32","3218","V238","Aldeyjarfoss",2018-05-30,3.204,253.7,"iceland"
"Aldeyjarfoss.33","3219","V238","Aldeyjarfoss",2018-05-30,3.36,287.9,"iceland"
"Aldeyjarfoss.34","3220","V238","Aldeyjarfoss",2018-05-30,3.408,303.1,"iceland"
"Ásgarður.1","3253","V271","Ásgarður",2011-08-29,1.467,79.8,"iceland"
"Ásgarður.2","3258","V271","Ásgarður",2015-07-02,1.504,85.19967,"iceland"
"Ásgarður.3","3223","V271","Ásgarður",2019-10-29,1.512,86.1,"iceland"
"Ásgarður.4","3232","V271","Ásgarður",2014-08-19,1.515,79.2,"iceland"
"Ásgarður.5","3318","V271","Ásgarður",2010-05-20,1.516,92.5,"iceland"
"Ásgarður.6","3319","V271","Ásgarður",2010-05-20,1.516,91.9,"iceland"
"Ásgarður.7","3224","V271","Ásgarður",2020-08-24,1.548,89.3,"iceland"
"Ásgarður.8","3269","V271","Ásgarður",2008-12-05,1.55,94.1,"iceland"
"Ásgarður.9","3270","V271","Ásgarður",2008-06-18,1.555,98.5,"iceland"
"Ásgarður.10","3271","V271","Ásgarður",2012-06-21,1.557,94.6,"iceland"
"Ásgarður.11","3272","V271","Ásgarður",2018-06-06,1.56,90.6,"iceland"
"Ásgarður.12","3233","V271","Ásgarður",2017-08-18,1.565,94.7,"iceland"
"Ásgarður.13","3225","V271","Ásgarður",2019-06-18,1.568,88.5,"iceland"
"Ásgarður.14","3274","V271","Ásgarður",2008-06-18,1.569,101.3,"iceland"
"Ásgarður.15","3226","V271","Ásgarður",2020-06-09,1.57,97.3,"iceland"
"Ásgarður.16","3275","V271","Ásgarður",2011-10-12,1.583,94.2,"iceland"
"Ásgarður.17","3277","V271","Ásgarður",2005-08-24,1.588,100.5,"iceland"
"Ásgarður.18","3279","V271","Ásgarður",2010-10-13,1.597,96.1,"iceland"
"Ásgarður.19","3281","V271","Ásgarður",2009-07-02,1.602,102.1,"iceland"
"Ásgarður.20","3227","V271","Ásgarður",2018-09-19,1.603,89.7,"iceland"
"Ásgarður.21","3234","V271","Ásgarður",2014-06-27,1.603,96.3,"iceland"
"Ásgarður.22","3282","V271","Ásgarður",2010-05-27,1.604,103.8,"iceland"
"Ásgarður.23","3235","V271","Ásgarður",2014-11-21,1.607,95.70038,"iceland"
"Ásgarður.24","3283","V271","Ásgarður",2010-05-27,1.607,106.8,"iceland"
"Ásgarður.25","3236","V271","Ásgarður",2013-09-17,1.614,101,"iceland"
"Ásgarður.26","3228","V271","Ásgarður",2019-09-25,1.616,96.3,"iceland"
"Ásgarður.27","3237","V271","Ásgarður",2017-06-09,1.622,107.8,"iceland"
"Ásgarður.28","3284","V271","Ásgarður",2007-08-27,1.622,94.1,"iceland"
"Ásgarður.29","3285","V271","Ásgarður",2006-08-28,1.627,105.6,"iceland"
"Ásgarður.30","3289","V271","Ásgarður",2005-08-24,1.648,107.4,"iceland"
"Ásgarður.31","3229","V271","Ásgarður",2019-03-05,1.652,110,"iceland"
"Ásgarður.32","3290","V271","Ásgarður",2009-08-20,1.662,102.9,"iceland"
"Ásgarður.33","3238","V271","Ásgarður",2016-06-30,1.672,105.3,"iceland"
"Ásgarður.34","3239","V271","Ásgarður",2013-09-17,1.674,111.2,"iceland"
"Ásgarður.35","3292","V271","Ásgarður",2019-03-05,1.682,114,"iceland"
"Ásgarður.36","3293","V271","Ásgarður",2007-08-27,1.682,104.4,"iceland"
"Ásgarður.37","3294","V271","Ásgarður",2014-09-25,1.683,99.20025,"iceland"
"Ásgarður.38","3295","V271","Ásgarður",2007-08-27,1.688,98.4,"iceland"
"Ásgarður.39","3296","V271","Ásgarður",2008-08-30,1.699,112.3,"iceland"
"Ásgarður.40","3297","V271","Ásgarður",2008-08-30,1.702,111.6,"iceland"
"Ásgarður.41","3298","V271","Ásgarður",2006-08-28,1.704,116.6,"iceland"
"Ásgarður.42","3299","V271","Ásgarður",2008-08-30,1.719,114.3,"iceland"
"Ásgarður.43","3230","V271","Ásgarður",2019-09-25,1.72,122,"iceland"
"Ásgarður.44","3231","V271","Ásgarður",2020-09-17,1.739,114.4,"iceland"
"Ásgarður.45","3303","V271","Ásgarður",2005-08-24,1.752,127.3,"iceland"
"Ásgarður.46","3241","V271","Ásgarður",2015-09-10,1.772,121.9,"iceland"
"Ásgarður.47","3304","V271","Ásgarður",2007-08-27,1.774,115.7,"iceland"
"Ásgarður.48","3305","V271","Ásgarður",2007-08-27,1.775,110.2,"iceland"
"Ásgarður.49","3242","V271","Ásgarður",2013-09-17,1.779,131.5,"iceland"
"Ásgarður.50","3308","V271","Ásgarður",2006-08-28,1.788,135,"iceland"
"Ásgarður.51","3309","V271","Ásgarður",2012-03-29,1.799,136.7,"iceland"
"Ásgarður.52","3243","V271","Ásgarður",2016-03-15,1.844,136.9,"iceland"
"Ásgarður.53","3312","V271","Ásgarður",2016-03-15,1.844,136.5,"iceland"
"Ásgarður.54","3313","V271","Ásgarður",2011-05-02,1.846,139.6,"iceland"
"Ásgarður.55","3314","V271","Ásgarður",2010-05-28,1.846,141.9,"iceland"
"Ásgarður.56","3316","V271","Ásgarður",2010-05-28,1.846,142,"iceland"
"Ásgarður.57","3244","V271","Ásgarður",2017-02-16,1.871,147.7,"iceland"
"Ásgarður.58","3245","V271","Ásgarður",2016-10-13,2.331,239.5,"iceland"
"Geitdalur.1","3322","V275","Geitdalur",1995-03-26,1.12,0.1768,"iceland"
"Geitdalur.2","3323","V275","Geitdalur",2000-08-10,1.255,0.54,"iceland"
"Geitdalur.3","3324","V275","Geitdalur",1999-09-04,1.315,1.016,"iceland"
"Geitdalur.4","3325","V275","Geitdalur",1995-10-23,1.355,1.512,"iceland"
"Geitdalur.5","3326","V275","Geitdalur",1995-03-25,1.355,0.8954,"iceland"
"Geitdalur.6","3327","V275","Geitdalur",1997-08-13,1.357,1.859,"iceland"
"Geitdalur.7","3328","V275","Geitdalur",1998-03-29,1.45,2.53,"iceland"
"Geitdalur.8","3329","V275","Geitdalur",1995-08-03,1.514,3.711,"iceland"
"Geitdalur.9","3330","V275","Geitdalur",1993-09-22,1.575,5.026,"iceland"
"Geitdalur.10","3331","V275","Geitdalur",1999-07-30,1.625,5.784,"iceland"
"Geitdalur.11","3333","V275","Geitdalur",1999-07-29,1.717,8.547,"iceland"
"Geitdalur.12","3334","V275","Geitdalur",1999-08-29,1.754,8.615,"iceland"
"Geitdalur.13","3336","V275","Geitdalur",1998-06-30,1.765,10.53,"iceland"
"Geitdalur.14","3337","V275","Geitdalur",1996-06-03,1.809,11.42,"iceland"
"Geitdalur.15","3338","V275","Geitdalur",1997-07-04,1.839,12.87,"iceland"
"Geitdalur.16","3340","V275","Geitdalur",1994-07-21,1.91,15.15,"iceland"
"Geitdalur.17","3341","V275","Geitdalur",1998-06-30,1.913,15.75,"iceland"
"Geitdalur.18","3342","V275","Geitdalur",1997-07-03,1.925,16.3,"iceland"
"Geitdalur.19","3344","V275","Geitdalur",1996-06-13,2.05,22.2,"iceland"
"Geitdalur.20","3345","V275","Geitdalur",1996-06-27,2.066,22.8,"iceland"
"Geitdalur.21","3346","V275","Geitdalur",1994-05-31,2.195,30.01,"iceland"
"Geitdalur.22","3347","V275","Geitdalur",1994-07-01,2.303,35.41,"iceland"
"Geitdalur.23","3348","V275","Geitdalur",1996-06-26,2.305,35.65,"iceland"
"Geitdalur.24","3349","V275","Geitdalur",1995-06-23,2.365,44.68,"iceland"
"Geitdalur.25","3350","V275","Geitdalur",1994-07-01,2.459,47.59,"iceland"
"Geitdalur.26","3351","V275","Geitdalur",1995-06-22,2.545,59.32,"iceland"
"Vaðbrekkufoss.1","3365","V288","Vaðbrekkufoss",1980-03-27,1.296,0.9405,"iceland"
"Vaðbrekkufoss.2","3367","V288","Vaðbrekkufoss",2000-07-27,1.363,1.469,"iceland"
"Vaðbrekkufoss.3","3369","V288","Vaðbrekkufoss",1992-06-30,1.38,1.695,"iceland"
"Vaðbrekkufoss.4","3370","V288","Vaðbrekkufoss",1984-08-22,1.38,1.553,"iceland"
"Vaðbrekkufoss.5","3371","V288","Vaðbrekkufoss",1996-09-14,1.389,1.722,"iceland"
"Vaðbrekkufoss.6","3379","V288","Vaðbrekkufoss",1981-04-30,1.415,1.978,"iceland"
"Vaðbrekkufoss.7","3380","V288","Vaðbrekkufoss",2001-08-08,1.418,2.575,"iceland"
"Vaðbrekkufoss.8","3381","V288","Vaðbrekkufoss",1998-08-09,1.419,2.509,"iceland"
"Vaðbrekkufoss.9","3382","V288","Vaðbrekkufoss",1978-09-18,1.42,2.106,"iceland"
"Vaðbrekkufoss.10","3384","V288","Vaðbrekkufoss",2002-07-31,1.425,2.68,"iceland"
"Vaðbrekkufoss.11","3385","V288","Vaðbrekkufoss",2002-09-27,1.426,2.463,"iceland"
"Vaðbrekkufoss.12","3387","V288","Vaðbrekkufoss",2003-03-28,1.427,2.843,"iceland"
"Vaðbrekkufoss.13","3390","V288","Vaðbrekkufoss",2003-09-29,1.435,2.616,"iceland"
"Vaðbrekkufoss.14","3391","V288","Vaðbrekkufoss",2002-08-23,1.441,3.087,"iceland"
"Vaðbrekkufoss.15","3392","V288","Vaðbrekkufoss",2000-06-15,1.446,2.855,"iceland"
"Vaðbrekkufoss.16","3394","V288","Vaðbrekkufoss",1991-07-11,1.453,2.778,"iceland"
"Vaðbrekkufoss.17","3397","V288","Vaðbrekkufoss",1997-07-09,1.462,3.767,"iceland"
"Vaðbrekkufoss.18","3404","V288","Vaðbrekkufoss",1978-09-10,1.47,3.109,"iceland"
"Vaðbrekkufoss.19","3405","V288","Vaðbrekkufoss",2001-07-25,1.475,3.971,"iceland"
"Vaðbrekkufoss.20","3406","V288","Vaðbrekkufoss",1980-07-09,1.475,4.001,"iceland"
"Vaðbrekkufoss.21","3407","V288","Vaðbrekkufoss",1997-10-08,1.49,4.103,"iceland"
"Vaðbrekkufoss.22","3408","V288","Vaðbrekkufoss",1985-09-05,1.495,3.848,"iceland"
"Vaðbrekkufoss.23","3409","V288","Vaðbrekkufoss",2001-10-19,1.537,5.289,"iceland"
"Vaðbrekkufoss.24","3411","V288","Vaðbrekkufoss",1999-07-09,1.565,8.067,"iceland"
"Vaðbrekkufoss.25","3412","V288","Vaðbrekkufoss",1978-12-14,1.575,8.156,"iceland"
"Vaðbrekkufoss.26","3414","V288","Vaðbrekkufoss",1999-06-30,1.586,8.137,"iceland"
"Vaðbrekkufoss.27","3415","V288","Vaðbrekkufoss",1980-06-05,1.61,9.246,"iceland"
"Vaðbrekkufoss.28","3416","V288","Vaðbrekkufoss",1979-06-24,1.61,7.879,"iceland"
"Vaðbrekkufoss.29","3417","V288","Vaðbrekkufoss",1987-06-03,1.623,10.22,"iceland"
"Vaðbrekkufoss.30","3419","V288","Vaðbrekkufoss",1985-06-13,1.63,9.61,"iceland"
"Vaðbrekkufoss.31","3420","V288","Vaðbrekkufoss",1979-06-23,1.65,9.295,"iceland"
"Vaðbrekkufoss.32","3421","V288","Vaðbrekkufoss",1985-06-12,1.665,11.32,"iceland"
"Vaðbrekkufoss.33","3422","V288","Vaðbrekkufoss",1979-06-23,1.67,11.38,"iceland"
"Vaðbrekkufoss.34","3423","V288","Vaðbrekkufoss",2001-06-21,1.676,13.46,"iceland"
"Vaðbrekkufoss.35","3424","V288","Vaðbrekkufoss",2003-07-19,1.683,12,"iceland"
"Vaðbrekkufoss.36","3425","V288","Vaðbrekkufoss",1988-06-04,1.695,14.27,"iceland"
"Vaðbrekkufoss.37","3426","V288","Vaðbrekkufoss",1986-06-05,1.7,14.2,"iceland"
"Vaðbrekkufoss.38","3428","V288","Vaðbrekkufoss",1985-06-11,1.72,14.85,"iceland"
"Vaðbrekkufoss.39","3429","V288","Vaðbrekkufoss",1988-06-05,1.73,16.56,"iceland"
"Vaðbrekkufoss.40","3430","V288","Vaðbrekkufoss",1986-06-05,1.73,16.35,"iceland"
"Vaðbrekkufoss.41","3431","V288","Vaðbrekkufoss",1993-06-21,1.765,20.06,"iceland"
"Vaðbrekkufoss.42","3432","V288","Vaðbrekkufoss",1986-06-02,1.795,20.65,"iceland"
"Vaðbrekkufoss.43","3433","V288","Vaðbrekkufoss",1993-06-29,1.808,24.09,"iceland"
"Vaðbrekkufoss.44","3434","V288","Vaðbrekkufoss",1988-06-05,1.897,33.11,"iceland"
"Vaðbrekkufoss.45","3435","V288","Vaðbrekkufoss",1993-06-28,1.98,41.08,"iceland"
"Vaðbrekkufoss.46","3436","V288","Vaðbrekkufoss",1995-06-14,2.013,46.04,"iceland"
